L D C PC time OPT node_count obj_bound root_time root_bestobj root_bestbound root_gap Siter Scuts time_subtour Sroot_iter Srootfrac_cuts time_sub_root LP_time LP_obj
5110.84 248.23 4 0.5 1242.92 7761.5 2170 7761.5 131.356 7320 7828.77 0.0695039 1419 40557 2.74575 5 0 0.187109 126.982 7988
5110.84 248.23 4 0.75 563.218 8463.75 931 8464.41 94.0337 8163.5 8491.21 0.0401438 805 13167 1.74751 1 0 0.038587 106.913 8589.5
5110.84 496.46 4 0.5 818.347 7981 1542 7981.2 334.165 7496 8035.42 0.0719604 1221 18251 2.27938 1 0 0.032234 296.074 8162.5
5110.84 496.46 4 0.75 2024.88 8594.5 2001 8594.89 570.952 6965.75 8617.87 0.237177 1669 28057 3.24235 3 0 0.092156 355.338 8682.25
5110.84 992.92 4 0.5 1109.52 7981 2306 7981.29 13.1571 5719.5 8043.99 0.406415 2083 25356 1.36588 0 0 0 6.27582 8209
5110.84 992.92 4 0.75 2025.1 8594.5 1958 8594.93 13.0055 6336.25 8626.87 0.36151 1878 32596 2.29901 0 0 0 6.29048 8708.5
5110.84 248.23 10 0.5 2490.35 7761.5 3532 7761.81 116.026 7380 7831.4 0.061165 2580 44729 3.84541 6 0 0.200435 160.065 7988
5110.84 248.23 10 0.75 602.157 8463.75 1851 8464.14 80.8391 8385.25 8502.95 0.0140367 1512 21855 0.842529 0 0 0 112.072 8589.5
5110.84 496.46 10 0.5 997.659 7981 1917 7981 244.731 6918 8033.78 0.161287 1657 23036 1.31978 0 0 0 426.855 8162.5
5110.84 496.46 10 0.75 2208.97 8594.5 1946 8594.83 449.091 7851.25 8617.42 0.0975852 1617 26983 3.66556 4 181 0.117392 318.944 8682.25
5110.84 992.92 10 0.75 1737.01 8594.5 2544 8594.98 7.35363 3965.75 8633.93 1.17712 2223 32116 3.18088 0 0 0 5.21313 8708.5
7666.26 248.23 1 0.75 347.632 9015.25 2263 9015.73 100.85 7468.75 9024.53 0.208306 2074 7538 2.26219 1 15 0.042205 106.118 9054.75
7666.26 496.46 1 0.5 1041.26 8822.5 2522 8822.5 271.366 8184.5 8862.5 0.0828393 2215 11783 2.44398 3 0 0.125754 221.879 8917
7666.26 496.46 1 0.75 2693.78 9015.25 2404 9015.9 361.868 5580.5 9034.95 0.619021 2263 16295 8.42755 7 0 0.284304 245.727 9062.25
7666.26 992.92 1 0.5 642.116 8822.5 3230 8822.79 11.2761 6702 8874.13 0.324102 2726 9684 1.27945 0 0 0 17.3579 8917
7666.26 992.92 1 0.75 425.932 9015.25 3343 9015.79 15.547 8100 9041.09 0.116184 2896 8965 1.08101 0 0 0 17.4079 9062.5
7666.26 248.23 2 0.5 1104.4 8822.5 922 8822.5 121.624 8721.5 8844.58 0.0141118 856 8054 3.39181 2 0 0.091407 81.5931 8901.5
7666.26 248.23 2 0.75 496.922 9015.25 871 9016.02 101.922 8983.5 9023.26 0.00442612 771 5364 2.79676 2 0 0.099432 104.804 9054.75
7666.26 496.46 2 0.5 804.938 8822.5 2612 8822.5 353.319 6211.5 8863.22 0.426905 2324 7887 2.70886 4 0 0.174928 244.938 8917
7666.26 496.46 2 0.75 698.275 9015.25 2711 9016.06 344.273 8582.5 9035.85 0.0528223 2374 8238 2.17245 7 0 0.283054 225.145 9062.25
7666.26 992.92 2 0.5 533.694 8822.5 2981 8822.5 13.223 7040 8874.13 0.26053 2625 11308 1.24883 0 0 0 16.8704 8917
7666.26 992.92 2 0.75 246.744 9015.25 3265 9016.03 13.2962 6384.5 9041.02 0.416089 2735 8640 0.857378 0 0 0 21.592 9062.5
7666.26 248.23 4 0.5 251.709 8822.5 659 8823.36 111.582 8641 8841.05 0.0231516 560 4086 2.17176 1 0 0.042998 85.337 8901.5
7666.26 248.23 4 0.75 218.12 9015.25 1657 9015.74 59.202 5467.5 9035.01 0.652493 1386 6403 2.33389 0 0 0 95.4333 9054.5
7666.26 496.46 4 0.5 862.747 8822.5 3658 8822.5 346.059 8338.5 8863.29 0.0629355 3094 10769 3.2261 5 0 0.21315 234.065 8917
7666.26 496.46 4 0.75 955.931 9015.25 3984 9015.92 333.962 8481.5 9036.11 0.0653907 3325 19961 3.14345 6 78 0.248306 225.282 9062.25
7666.26 992.92 4 0.5 300.649 8822.5 2545 8823.15 12.3531 7040 8874.13 0.26053 2159 9782 0.964358 0 0 0 15.2926 8917
7666.26 992.92 4 0.75 662.138 9015.25 2913 9015.62 11.3856 8004.5 9041.02 0.129492 2375 11699 1.83422 0 0 0 22.1181 9062.5
7666.26 248.23 10 0.5 357.265 8822.5 1936 8823.2 56.3329 3637 8854.75 1.43463 1602 8527 2.72081 0 0 0 83.9864 8901.5
7666.26 248.23 10 0.75 328.544 9015.25 1783 9015.61 130.816 8811.75 9023.03 0.0239771 1506 5906 2.93445 3 0 0.131924 101.758 9054.5
7666.26 496.46 10 0.5 838.543 8822.5 2381 8822.5 417.593 8229.5 8856.91 0.0762385 1872 8755 3.10253 6 0 0.282229 310.657 8917
7666.26 496.46 10 0.75 1150.57 9015.25 4899 9016.02 365.669 8522.75 9032.83 0.0598489 4303 16015 3.52014 4 5 0.168298 312.997 9062.5
7666.26 992.92 10 0.5 155.06 8822.5 1656 8822.5 12.3742 6692.5 8874.01 0.325963 1170 3993 0.507987 0 0 0 19.6626 8917
7666.26 992.92 10 0.75 463.616 9015.25 3179 9015.97 11.3708 8004.5 9041 0.12949 2768 9501 1.19458 0 0 0 19.1175 9062.5
