L D C PC time OPT node_count obj_bound root_time root_bestobj root_bestbound root_gap Siter Scuts time_subtour Sroot_iter Srootfrac_cuts time_sub_root LP_time LP_obj
6881.21 245.78 3 0.5 115.642 11366.5 1268 11367.5 49.4086 9890.5 11414.5 0.154083 916 3423 1.13072 2 0 0.063616 23.1895 11575.5
6881.21 245.78 3 0.75 225.941 11780.2 1208 11780.2 206.569 11655 11796.6 0.01215 783 2952 0.410631 30 0 1.226 31.6819 11884.8
6881.21 491.56 3 0.5 177.018 11366.5 1205 11366.5 63.3346 8553.5 11495.3 0.343925 859 5261 0.396433 0 0 0 84.893 11601.5
6881.21 491.56 3 0.75 334.633 11780.2 1662 11780.2 196.958 11715.5 11800.7 0.00727174 1288 6374 1.24169 5 33 0.161134 112.987 11897.8
6881.21 983.12 3 0.5 231.655 11366.5 2444 11366.5 2.77249 7198.5 11483 0.595193 2063 10255 0.63573 0 0 0 5.85045 11601.5
6881.21 983.12 3 0.75 215.003 11780.2 1658 11780.9 3.06411 9893.75 11838.5 0.196563 1279 6113 0.361842 0 0 0 5.83286 11897.8
6881.21 245.78 8 0.5 140.104 11366.5 1816 11366.5 36.2885 6040.5 11430.1 0.892252 1306 4528 0.759597 0 0 0 28.2839 11575.5
6881.21 245.78 8 0.75 139.863 11780.2 1328 11781.3 60.7956 7890.25 11802 0.495771 982 5557 0.929409 1 0 0.033811 23.4862 11884.8
6881.21 491.56 8 0.5 371.352 11366.5 1779 11366.5 347.325 11218.5 11395.7 0.0157994 1126 4910 0.587926 49 27 1.98404 86.4831 11601.5
6881.21 491.56 8 0.75 215.14 11780.3 998 11780.3 146.399 11525 11802.4 0.0240729 771 3650 0.631658 2 60 0.056417 102.586 11897.8
6881.21 983.12 8 0.5 270.804 11366.5 2163 11366.9 2.97035 7625.5 11483 0.505868 1753 6777 0.501937 0 0 0 7.55505 11601.5
6881.21 983.12 8 0.75 229.384 11780.2 1758 11780.2 2.96365 9877 11838.5 0.198592 1367 8707 0.335862 0 0 0 5.69263 11897.8
