L D C PC time OPT node_cnt obj_bnd root_time root_obj root_bnd root_gap
3951.68 983.12 1 0.75 851.386 11063.8 719 11063.8 103.921 229.75 11115.5 47.3809
3951.68 245.78 2 0.5 1001.02 9915 808 9915 159.811 9943.5 9975.5 0.00321845
3951.68 245.78 2 0.75 608.933 11054.5 428 11055.1 212.701 11056 11085.3 0.00264773
3951.68 491.56 2 0.5 623.939 9933.5 636 9933.5 138.374 3485.5 10027.7 1.87699
3951.68 491.56 2 0.75 619.677 11063.8 581 11064.3 146.892 2174.75 11087.2 4.09815
3951.68 983.12 2 0.5 1015.91 9933.5 883 9933.5 116.303 277.5 10051.4 35.2214
3951.68 983.12 2 0.75 710.131 11063.8 637 11064.6 125.825 365.5 11110.9 29.3992
3951.68 245.78 3 0.5 636.824 9915 542 9915 170.983 3307.5 9974.64 2.01576
3951.68 245.78 3 0.75 972.775 11054.5 944 11054.5 184.952 547.5 11108.4 19.2893
3951.68 491.56 3 0.5 776.371 9933.5 532 9933.5 140.949 3505.5 10021.1 1.85868
3951.68 491.56 3 0.75 698.36 11063.8 658 11064.7 173.226 984 11101.6 10.2821
3951.68 983.12 3 0.5 745.227 9933.5 515 9934.4 111.344 3403 10054.7 1.95467
3951.68 983.12 3 0.75 847.609 11063.8 992 11063.8 124.785 510.25 11131.1 20.815
3951.68 245.78 8 0.5 721.091 9915 429 9915.17 177.645 579.5 9993.18 16.2445
3951.68 245.78 8 0.75 587.604 11054.5 446 11054.5 171.68 826.75 11099 12.4249
3951.68 491.56 8 0.5 1348.04 9933.5 857 9933.5 172.104 9913 9979.84 0.00674262
3951.68 491.56 8 0.75 968.414 11063.8 721 11064.2 164.725 2086.5 11108 4.32374
3951.68 983.12 8 0.5 1217.6 9933.5 932 9933.52 106.505 830 10023.4 11.0764
3951.68 983.12 8 0.75 700.038 11063.8 813 11064.6 117.771 1168 11107.1 8.5095
5927.51 245.78 1 0.5 480.512 11311.5 949 11311.5 127.958 2540 11341.4 3.46513
5927.51 245.78 1 0.75 396.963 11752.8 530 11753.9 130.464 2594 11765.4 3.53564
5927.51 491.56 1 0.5 590.919 11311.5 843 11311.5 118.045 6710.5 11349.4 0.691294
5927.51 491.56 1 0.75 476.277 11752.8 498 11753.6 132.897 11755.5 11766.5 0.000935519
5927.51 983.12 1 0.5 347.557 11311.5 822 11311.5 102.594 2888.5 11344.1 2.92735
5927.51 983.12 1 0.75 374.725 11752.8 758 11752.8 87.9643 11763.8 11767.8 0.000345079
5927.51 245.78 2 0.5 456.962 11311.5 608 11311.8 124.492 3546 11341.5 2.1984
5927.51 245.78 2 0.75 530.318 11752.8 562 11753.9 116.518 396 11767.8 28.7167
5927.51 491.56 2 0.5 525.312 11311.5 634 11311.5 113.9 2870.5 11341.3 2.951
5927.51 491.56 2 0.75 556.161 11752.8 911 11753.9 119.032 3492.5 11772.2 2.3707
5927.51 983.12 2 0.5 419.065 11311.5 484 11312.2 90.7392 5395.5 11337 1.1012
5927.51 983.12 2 0.75 707.484 11752.8 656 11753.6 95.6245 7146.25 11769 0.646879
5927.51 245.78 3 0.5 389.162 11311 531 11311.5 129.728 1840.5 11340.4 5.16158
5927.51 245.78 3 0.75 363.947 11752.5 1148 11752.8 117.005 6434.5 11770.7 0.829317
5927.51 491.56 3 0.5 471.013 11311.5 530 11311.5 142.377 2899 11340.7 2.91192
5927.51 491.56 3 0.75 293.207 11752.5 825 11752.8 114.002 3401.25 11772.2 2.46115
5927.51 983.12 3 0.5 595.083 11311.5 654 11311.5 86.4058 6416.5 11339 0.767164
5927.51 983.12 3 0.75 593.443 11752.8 921 11753.8 93.4819 5619.5 11764.7 1.09355
5927.51 245.78 8 0.5 549.698 11311.5 501 11311.5 124.681 1637 11340.6 5.92769
5927.51 245.78 8 0.75 427.048 11752.8 647 11752.8 115.641 2462.5 11767.9 3.77883
5927.51 491.56 8 0.5 678.281 11311.5 738 11311.5 124.21 11317 11345 0.00247382
5927.51 491.56 8 0.75 542.31 11752.8 859 11752.8 116.711 3957.75 11772.6 1.97457
5927.51 983.12 8 0.5 497.635 11311.5 643 11311.5 97.2804 2873 11341.1 2.94749
5927.51 983.12 8 0.75 640.584 11752.8 690 11753.5 114.282 3362 11768.7 2.5005
