L,D,C,PC,time,OPT,node_count,obj_bound,root_time,root_bestobj,root_bestbound,root_gap,Biter,Bcuts,time_slave,Siter,Scuts,time_subtour,Sroot_iter,Srootfrac_cuts,time_sub_root,LP_time,LP_obj
6661.61,496.46,4,0.5,897.418,8823.5,533,8823.5,284.804,117,8842,74.5727,554,0,1.55157,554,16420,4.0541,0,0,0,222.013,8979.5
6661.61,496.46,4,0.75,672.514,9015.75,503,9016.51,290.05,175.5,9021.48,50.4045,558,0,1.72683,558,14985,5.39417,3,300,0.105554,222.089,9093.75
6661.61,992.92,4,0.5,1168.27,8823.5,728,8823.5,220.767,143,8842.25,60.8339,751,0,4.79707,751,15882,4.11816,0,0,0,172.813,8979.5
6661.61,992.92,4,0.75,755.126,9015.75,734,9016.56,233,214.5,9024.33,41.0715,703,0,4.33695,703,19443,4.50868,0,0,0,160.383,9093.75
6661.61,248.23,10,0.5,717.932,8821,509,8821.49,313.105,6304.5,8833.7,0.401174,538,0,0.596242,538,15985,4.46068,0,0,0,237.402,8950.5
6661.61,248.23,10,0.75,366.953,9014.5,297,9015.31,315.643,9012.5,9017.39,0.000542753,306,0,0.28283,306,9288,2.73755,21,765,0.736037,234.775,9079.25
6661.61,496.46,10,0.5,923.107,8823.5,681,8823.88,323.748,260.5,8845.44,32.9556,708,0,1.79191,708,19009,4.5089,0,0,0,236.255,8979.5
6661.61,496.46,10,0.75,612.776,9015.75,374,9016.65,332.789,8971.75,9023.82,0.00580363,421,0,1.17727,421,13117,5.33938,2,65,0.069935,223.661,9093.75
6661.61,992.92,10,0.5,977.532,8823.5,581,8824.07,240.708,8813.5,8843.44,0.00339742,643,18,2.90198,643,17255,4.49737,2,45,0.070368,167.606,8979.5
6661.61,992.92,10,0.75,781.799,9015.75,624,9016.49,224.327,443.25,9028.31,19.3684,667,0,3.34338,667,19801,4.19031,0,0,0,170.747,9093.75
